DATE,Coal,Geothermal,Hydroelectric Conventional,Natural Gas,Nuclear,Other,Other Biomass,Other Gases,Petroleum,Solar Thermal and Photovoltaic,Wind,Wood and Wood Derived Fuels
2013-01-01,552419284.38,5527521.15,99314110.42,354236200.43,285623268.0,4390256.96,6753093.26,4574383.35,11098878.84,1239295.47,58954017.08,13598994.96
2013-02-01,494187219.44,4944941.12,81673860.63,321132295.14,245933540.0,4080928.0,6011560.71,3872905.68,7988343.77,1730570.53,56302362.72,12332112.96
2013-03-01,522534241.52,5512865.12,82137432.13,338901036.86,251789556.0,4572816.67,7028589.78,4280209.7,7988146.85,2477596.09,63022613.519999996,13199088.34
2013-04-01,447338730.18,5096633.069999999,100388419.0,312145727.42,227067528.0,4095690.77,6722150.9399999995,4078903.76,7541850.54,2666955.23,69905097.16,11452555.73
2013-05-01,478050000.08,5230845.64,113800376.51,335262367.56,251392620.0,4438199.04,7124814.149999999,4351758.96,9646350.84,3010825.9699999997,64954808.56,12695735.13
2013-06-01,553132864.27,5113017.88,109536266.34,398460257.36,265718760.0,4499994.27,6907831.55,4190124.86,9368279.0,3482740.14,54992423.04,13320922.98
2013-07-01,611467410.82,5347528.88,109018286.08,483083923.32,282156952.0,4804318.44,7189065.8,4593013.81,11249225.51,3315389.1,44374454.21,14144787.91
2013-08-01,597704211.7,5289745.78,86533262.5,484625587.94,285377516.0,4866557.04,7389841.649999999,4572265.33,9793997.290000001,3776367.0,38535534.78,14536134.22
2013-09-01,532441749.28000003,5197198.649999999,67844609.24,408252933.45,263195884.0,4726128.79,6863070.33,4346509.8,8744727.47,3795114.67,46696324.68,13413556.66
2013-10-01,483985571.87,5453997.04,68794376.64,354349606.16,252734132.0,4738572.54,6922068.59,4286070.16,8073741.97,3950133.72,54540072.37,13363899.549999999
2013-11-01,483758919.07,4921924.19,70707335.44,337147139.75,259901824.0,4573218.68,7061478.46,4241490.38,7358937.2,3297408.78,63213038.78,13628021.36
2013-12-01,567438661.61,5462477.99,84513196.79,371745165.25,285174312.0,4563406.51,7348394.07,4024113.03,9805296.99,3400085.34,55868235.33,14424338.66
2014-01-01,629263147.08,5676664.399999999,86543139.28,363704755.45,292256340.0,4037091.17,7006480.6,3773101.89,28886434.169999998,3265015.42,72066771.94,14805577.75
2014-02-01,574551055.34,5087656.27,69797238.34,301796596.32,250555800.0,3508426.63,5937797.25,3039516.54,11225929.51,3584143.15,55903698.99,13306396.54
2014-03-01,547124475.4200001,5601837.37,96875753.92,311798808.63,249588320.0,4142965.13,7206450.01,3389277.08,13192299.69,5648958.43,71012837.78,14549100.32
2014-04-01,438363903.02,5511448.1,100212384.48,306913309.67,225538352.0,3970149.04,7131854.55,3136059.81,6884365.72,6533509.11,74925582.63,13003199.809999999
2014-05-01,476132839.49,5602009.64,105625237.85000001,354057204.72999996,251789720.0,4283537.5200000005,7125689.78,3744402.12,8128769.34,7502638.9,62074536.44,13671830.36
2014-06-01,552239138.11,5439699.66,103257033.42,393765190.43,272552928.0,4277680.0,7068165.87,3849148.61,8136323.76,8145090.6,62750578.39,14698882.76
2014-07-01,600027952.0600001,5537257.91,97040526.84,458328635.09,287760504.0,4433068.11,7546838.74,4276968.86,8208115.68,7377926.04,48421843.16,15350838.18
2014-08-01,595526812.44,5526921.72,79029947.13000001,487396032.47,284514984.0,4543078.68,7455774.74,4257340.54,8296549.77,7656266.45,40789224.62,15135422.36
2014-09-01,505936492.52,5473085.47,63733403.12,425180780.8,270138000.0,4280663.92,7003530.17,4416149.43,7655990.31,7485058.7,45916053.22,14098867.11
2014-10-01,447353102.78000003,5587452.5200000005,68351548.92999999,388499684.11,249563952.0,4234957.34,7234656.37,4137149.35,6013030.76,6718014.9799999995,58301799.25,14033452.6
2014-11-01,477405701.38,5697892.29,74848042.79,335959645.25,260560740.0,4181349.77,7190152.48,4049598.58,6962353.02,5429811.53,76219623.5,14375842.37
2014-12-01,498861833.94,5771812.81,89681537.53,360309450.75,293450192.0,4410848.76,7168871.59,4242639.86,8365311.3,3939383.63,58783007.63,15170037.280000001
2015-01-01,529802084.0,5447662.0,96553536.0,406749573.0,297079896.0,4478348.0,6899077.0,4985374.0,11891866.0,4621401.0,60648585.0,14867468.0
2015-02-01,507907328.0,5040396.0,89144303.0,365260651.0,253845972.0,3940494.0,6096709.0,4099925.0,25282472.0,5934214.0,59686191.0,13487763.0
2015-03-01,433950144.0,5575974.0,97123620.0,397690884.0,258187196.0,4203342.0,6849153.0,4362404.0,7113957.0,8289029.0,61231713.0,13827357.0
2015-04-01,355956572.0,5089714.0,89883908.0,371223994.0,239137980.0,4383073.0,6917023.0,3917334.0,6910730.0,9516473.0,71468596.0,12985617.0
2015-05-01,418338116.0,5560602.0,80501664.0,406065423.0,263306100.0,4738374.0,7195019.0,4394897.0,7755100.0,10016597.0,68605366.0,13351235.0
2015-06-01,502692457.0,5206430.0,81656333.0,485910998.0,274064660.0,4748573.0,7136310.0,4470436.0,7441983.0,10230397.0,53685066.0,13984410.0
2015-07-01,556399469.0,5426908.0,84056888.0,564476331.0,285648704.0,5171208.0,7955108.0,4941774.0,9216719.0,10508256.0,54701797.0,15225912.0
2015-08-01,538681237.0,5376572.0,76488423.0,556335010.0,289661408.0,5201542.0,7685710.0,4782310.0,8532834.0,10750215.0,52320104.0,15152965.0
2015-09-01,471942529.0,4811446.0,64376489.0,492143694.0,265905488.0,4727337.0,7221951.0,4840482.0,8137226.0,8868498.0,55886271.0,13801367.0
2015-10-01,387034014.0,5292128.0,66521599.0,440020157.0,242283684.0,4817797.0,7372616.0,3625911.0,7084761.0,7638317.0,65520160.0,13008865.0
2015-11-01,348908541.0,5334512.0,77351324.0,408945018.0,241055764.0,4788009.0,7607782.0,3606675.0,6839555.0,6918649.0,78726862.0,13671494.0
2015-12-01,357980296.0,5507952.0,92662250.0,439106710.0,278534656.0,4913134.0,7877018.0,4439272.0,6787771.0,6279577.0,80393495.0,14349561.0
2016-01-01,453837517.0,5328022.0,102458177.0,440174992.0,290099100.0,4612213.0,7178197.0,4779403.0,9445809.0,5943208.0,73865599.0,14401052.0
2016-02-01,370819233.0,4973533.0,96556056.0,394208717.0,262552564.0,4164346.0,6833212.0,4246231.0,8837213.0,8966252.0,80552913.0,13625561.0
2016-03-01,288690107.0,5260636.0,109559510.0,415559748.0,264595576.0,4359737.0,7236870.0,4789412.0,7204221.0,10469813.0,87757639.0,13611334.0
2016-04-01,288451447.0,4835879.0,103512118.0,395503790.0,250927380.0,4436996.0,7245941.0,4528004.0,7356207.0,11518731.0,83197212.0,11868016.0
2016-05-01,326778041.0,5367362.0,101945524.0,441720774.0,266305972.0,4780261.0,7636038.0,4213264.0,7832616.0,13700729.0,75391599.0,12748514.0
2016-06-01,464137535.0,5005569.0,92947474.0,525580921.0,268701296.0,4721307.0,7177866.0,4172874.0,7907161.0,13893996.0,65213765.0,13654250.0
2016-07-01,545265734.0,5244860.0,85821286.0,606215484.0,281397388.0,4899960.0,7361640.0,4307411.0,9286199.0,15779176.0,70473427.0,14630793.0
2016-08-01,542538935.0,5297056.0,78278192.0,619038697.0,286105620.0,4991250.0,7441229.0,4255691.0,9341850.0,15876743.0,54357308.0,14888946.0
2016-09-01,456551075.0,5306702.0,65470733.0,502410963.0,261792704.0,4670428.0,7026541.0,4081315.0,7704542.0,14540274.0,65614567.0,13629432.0
2016-10-01,396775774.0,5412669.0,69355424.0,411591947.0,242933372.0,4432863.0,6772417.0,3652970.0,6285510.0,12764892.0,81341562.0,12704332.0
2016-11-01,347761858.0,5455395.0,75233061.0,375767340.0,260715104.0,4391297.0,7565002.0,4053307.0,7476292.0,11068584.0,77622576.0,13564886.0
2016-12-01,474987369.0,5815533.0,90111058.0,385454386.0,286649716.0,4556290.0,7777967.0,4149850.0,8141622.0,9694088.0,92582094.0,14461795.0
2017-01-01,461331235.0,5627868.0,106511525.0,382288923.0,292482448.0,4368947.0,7589563.0,4186259.0,8183104.0,9295946.0,83195083.0,14008715.0
2017-02-01,347288761.0,4955489.0,95527058.0,331070603.0,254241484.0,3969035.0,6788472.0,3910578.0,6367537.0,11004798.0,88364441.0,12742087.0
2017-03-01,357458478.0,5548738.0,118452782.0,380294652.0,260372800.0,4244459.0,7390276.0,4240989.0,6621977.0,18056341.0,102922471.0,13823211.0
2017-04-01,325341252.0,5364882.0,117637860.0,353820408.0,226973408.0,4200608.0,6966760.0,4005443.0,5162676.0,19626711.0,101511768.0,12585501.0
2017-05-01,371106158.0,5207433.0,130428466.0,392077252.0,245251012.0,4354661.0,7399185.0,4223005.0,7267982.0,23140110.0,92270556.0,12753818.0
2017-06-01,430033287.0,5135000.0,122301180.0,468942797.0,268043128.0,4396696.0,7186078.0,3971903.0,7571452.0,24461514.0,80566989.0,13748049.0
2017-07-01,510791279.0,5490814.0,106392988.0,587717755.0,285256876.0,4826718.0,7295113.0,4189960.0,7238376.0,22276429.0,64479986.0,14811581.0
2017-08-01,477953537.0,5451987.0,88135428.0,564804555.0,289536872.0,4868042.0,7299562.0,4533040.0,6932427.0,21474147.0,55515392.0,15002277.0
2017-09-01,392808185.0,5326008.0,76607031.0,472143412.0,272391672.0,4135697.0,6810188.0,4237768.0,6572146.0,20237765.0,71647100.0,13167005.0
2017-10-01,359102099.0,4856496.0,70792721.0,427305109.0,263979140.0,4122958.0,6911410.0,3992665.0,6181385.0,18598694.0,97474816.0,13213043.0
2017-11-01,363945350.0,5218739.0,79553333.0,379713365.0,266471412.0,4317827.0,7219366.0,4004168.0,6679430.0,12834993.0,90459469.0,13704339.0
2017-12-01,426181467.0,5523640.0,88991368.0,445591174.0,294798288.0,4578829.0,7583591.0,4380090.0,10781296.0,12140015.0,88802723.0,14934454.0
2018-01-01,477136460.0,5365230.0,100256305.0,441171634.0,298596160.0,4437002.0,7266431.0,4386485.0,26079595.0,13275900.0,102395295.0,14743962.0
2018-02-01,328200738.0,5096372.0,99609026.0,394047406.0,259160120.0,3977110.0,6864263.0,4368486.0,6230506.0,15585653.0,92757963.0,12939804.0
2018-03-01,322502651.0,5467012.0,103442412.0,426095120.0,268130624.0,4432410.0,7287058.0,4633478.0,5887367.0,20224947.0,105854820.0,14189768.0
2018-04-01,293384025.0,4751747.0,112460621.0,393484322.0,236532620.0,4112260.0,6902787.0,4394045.0,6153113.0,24226908.0,105723432.0,12407479.0
2018-05-01,340909196.0,5530480.0,121777135.0,461135928.0,269280992.0,4279070.0,6926245.0,4669057.0,6227224.0,27396050.0,95812509.0,13406861.0
2018-06-01,406013713.0,5199342.0,110389956.0,523305602.0,278750224.0,4417148.0,6879985.0,4365038.0,7602279.0,29658668.0,98811426.0,13882995.0
2018-07-01,461505505.0,5478444.0,100398122.0,658996239.0,289824036.0,4442548.0,7000127.0,4686483.0,7604033.0,27019505.0,65786298.0,14997827.0
2018-08-01,460517830.0,5468222.0,88067624.0,646704970.0,289129868.0,4583973.0,7030080.0,5204010.0,7706822.0,26781627.0,79385747.0,14519205.0
2018-09-01,386175968.0,5311629.0,76662484.0,567142109.0,258899012.0,4017917.0,6358234.0,4417433.0,7416109.0,23843608.0,74078683.0,13122469.0
2018-10-01,349054507.0,5092360.0,78192768.0,492568959.0,237587620.0,4337853.0,6973542.0,4064010.0,6306842.0,19878767.0,84775590.0,12863780.0
2018-11-01,371274380.0,5323373.0,87650864.0,432670544.0,255817480.0,4298357.0,6897183.0,4180479.0,6644535.0,14971054.0,88062934.0,13054282.0
2018-12-01,401274404.0,5784324.0,91188643.0,439207903.0,286629152.0,4557175.0,7197151.0,4481991.0,7044071.0,12438561.0,97225131.0,13616213.0
2019-01-01,403618815.0,5559745.0,99191233.0,486327107.0,294803376.0,4774607.0,6688990.0,4098705.0,8882219.0,14320835.0,96993390.0,13861134.0
2019-02-01,319717639.0,5170312.0,91522158.0,448541890.0,258859576.0,4011745.0,5990835.0,3790537.0,6056257.0,15343090.0,90186259.0,12169010.0
2019-03-01,313406284.0,5689995.0,105335938.0,463224295.0,260318764.0,4320734.0,6498368.0,4342192.0,5602353.0,23594502.0,102709786.0,12866548.0
2019-04-01,239689837.0,5016015.0,111280703.0,416212640.0,242323708.0,4059986.0,6038285.0,3790728.0,4754931.0,27009108.0,115415159.0,11228703.0
2019-05-01,287538498.0,5367344.0,127928159.0,468210459.0,268494184.0,4466956.0,6255223.0,4216054.0,6738818.0,28647590.0,102780762.0,12202474.0
2019-06-01,314158030.0,5313053.0,112311050.0,551311222.0,275219516.0,4404752.0,6325366.0,4036165.0,6114747.0,31884369.0,89540126.0,12634856.0
2019-07-01,403083143.0,5501440.0,99501595.0,687767844.0,288794380.0,4626694.0,6467528.0,4741452.0,7201055.0,32530557.0,88171537.0,13993639.0
2019-08-01,376158811.0,5572612.0,90314666.0,699821484.0,287642736.0,4842841.0,6542871.0,4589404.0,6953896.0,31506223.0,79803943.0,14154480.0
2019-09-01,342826761.0,5470446.0,74103039.0,598750641.0,264254320.0,4568241.0,6118390.0,4447881.0,6048676.0,27268884.0,97790338.0,12843376.0
2019-10-01,267108927.0,4564208.0,73223257.0,523762640.0,248130488.0,4400270.0,6293571.0,3695856.0,4602494.0,24373871.0,110083625.0,12251759.0
2019-11-01,302197355.0,3934126.0,80870393.0,471615789.0,256501700.0,4327911.0,6101823.0,4186142.0,4960190.0,17455971.0,100167791.0,12547371.0
2019-12-01,290322946.0,4731578.0,85912723.0,527321146.0,292294300.0,4532319.0,6533033.0,4429272.0,5837095.0,13812298.0,105982565.0,13420187.0
2020-01-01,260559037.0,4590124.0,97991428.0,543620697.0,296678584.0,4371972.0,6616682.0,4621686.0,6193489.0,17835508.0,112485645.0,13299022.0
2020-02-01,224805873.0,4920711.0,103472245.0,511444868.0,263642296.0,3885136.0,6048894.0,4608260.0,5156601.0,22245637.0,116441969.0,12474874.0
2020-03-01,202922513.0,5860676.0,95292070.0,503581637.0,255988840.0,4366114.0,6586160.0,4189529.0,5580554.0,25398574.0,117279134.0,12676229.0
2020-04-01,162700810.0,5515787.0,92777419.0,441166139.0,236680064.0,4292268.0,6230398.0,3208251.0,4957674.0,31682918.0,119008919.0,11376073.0
2020-05-01,186106508.0,5449076.0,119904648.0,467734017.0,257351880.0,4359900.0,6358084.0,3537033.0,5205680.0,38613618.0,113510019.0,11671688.0
2020-06-01,261132680.0,5096485.0,111997536.0,571289988.0,268820332.0,4073649.0,5825581.0,3466153.0,6473105.0,38616027.0,120849622.0,11290896.0
2020-07-01,358837934.0,5325148.0,106967120.0,724992392.0,277541760.0,4370306.0,6165818.0,3749311.0,7005309.0,42439090.0,91464794.0,12083792.0
2020-08-01,364581651.0,5292096.0,93134235.0,693517614.0,275928748.0,4429070.0,6243251.0,4374161.0,6697294.0,37261687.0,92117321.0,12634840.0
2020-09-01,273626983.0,5152021.0,74715251.0,564620579.0,262909268.0,4063561.0,5931519.0,4051691.0,4776061.0,30929296.0,92743912.0,11576747.0
2020-10-01,239218352.0,5150242.0,75241629.0,524931803.0,237449860.0,4268471.0,5956009.0,3670988.0,4908579.0,28340741.0,115290646.0,11356068.0
2020-11-01,244728749.0,5595156.0,83570638.0,438603208.0,247039908.0,4266136.0,5810591.0,3799270.0,5646151.0,23066073.0,132517622.0,11805629.0
2020-12-01,314350524.0,5611262.0,86031388.0,510697058.0,279483912.0,4674171.0,6197738.0,3997579.0,6763574.0,20365700.0,128042583.0,12595508.0
2021-01-01,324959116.0,5387014.0,98240158.0,506253709.0,286929852.0,4437176.0,6379823.0,4139459.0,6539683.0,22237350.0,120241879.0,12915607.0
2021-02-01,349881998.0,5148887.0,80546038.0,444734193.0,251816640.0,3682604.0,5595686.0,3278555.0,8992961.0,25322047.0,106862001.0,11436723.0
2021-03-01,247615857.0,4967238.0,84881741.0,427994701.0,254832952.0,4239461.0,6295235.0,3440585.0,5743000.0,37185361.0,156820991.0,12433731.0
2021-04-01,215824535.0,5150906.0,77555307.0,429721319.0,228368096.0,3876708.0,5861992.0,3483714.0,4897827.0,43567592.0,144631228.0,11139949.0
2021-05-01,255490879.0,5338029.0,93235861.0,458674991.0,253576460.0,4013349.0,6056622.0,3657382.0,5478474.0,49829483.0,135146029.0,11865590.0
2021-06-01,349058412.0,5109051.0,93816315.0,597561927.0,264281492.0,4023431.0,5878381.0,3895186.0,5542238.0,48787897.0,106686134.0,12350906.0
2021-07-01,406146144.0,5402647.0,88390046.0,680854811.0,275326372.0,4164733.0,5987532.0,4185549.0,6255477.0,48767478.0,86862210.0,12992463.0
2021-08-01,407418403.0,5347709.0,81312589.0,690941751.0,277885324.0,4125569.0,5878151.0,4122049.0,7779965.0,47868040.0,108284486.0,13258691.0
2021-09-01,315507361.0,5372724.0,68089067.0,552725407.0,258080124.0,3898416.0,5746416.0,3936752.0,6355907.0,44857665.0,115991211.0,12021888.0
2021-10-01,250288577.0,5275148.0,68531742.0,527441698.0,227778020.0,3928894.0,5759882.0,4248463.0,6198348.0,37072684.0,128860445.0,11340659.0
2021-11-01,229251457.0,5462166.0,77493001.0,489963796.0,250997272.0,3878267.0,5572569.0,3483167.0,6681110.0,31180862.0,143004361.0,11560138.0
2021-12-01,240098382.0,5937556.0,94247500.0,510575539.0,282879348.0,4291667.0,6145933.0,3718075.0,6239551.0,24363799.0,159396107.0,12534359.0
2022-01-01,350352914.0,5880566.0,96790455.0,539790056.0,282307500.0,4116282.0,5726958.0,4018982.0,14677092.0,31287423.0,149665284.0,12423422.0
2022-02-01,283865506.0,4971537.0,85282271.0,459781661.0,247408708.0,3600219.0,5222458.0,3543740.0,6941993.0,36108227.0,150578509.0,11588420.0
2022-03-01,244075093.0,5145348.0,97745665.0,449909007.0,252614804.0,3916073.0,5705358.0,3811932.0,5834943.0,46778431.0,172122193.0,11734583.0
2022-04-01,221316536.0,5128316.0,80263340.0,422023287.0,221158160.0,3764862.0,5367788.0,3684271.0,5108239.0,53608172.0,184668382.0,10945747.0
2022-05-01,250126974.0,5308207.0,93435115.0,508374225.0,253526496.0,3883826.0,5482936.0,4145678.0,5723089.0,60483124.0,168494794.0,11620149.0
2022-06-01,293852411.0,5105560.0,103951180.0,622068016.0,262861680.0,3835423.0,5491451.0,3946911.0,6321236.0,64211913.0,135070125.0,12178264.0
2022-07-01,345659888.0,5365908.0,98269823.0,756168635.0,275427676.0,3927416.0,5624008.0,4333932.0,6129943.0,63064707.0,117899913.0,13104465.0
2022-08-01,340858605.0,5416042.0,84531795.0,755438539.0,275587668.0,3694621.0,5515020.0,4032782.0,6307984.0,58011808.0,98873670.0,12824960.0
2022-09-01,259993284.0,5317534.0,68104588.0,627791416.0,254932744.0,3380195.0,5259290.0,3946078.0,6360117.0,53146407.0,109324536.0,11457254.0
2022-10-01,216913836.0,5193890.0,57469675.0,533966154.0,235781532.0,3375895.0,5473390.0,3871306.0,6245768.0,47767519.0,130978535.0,10497457.0
2022-11-01,225507853.0,5586876.0,71592586.0,510093748.0,248165148.0,3456817.0,5272815.0,3642985.0,5917417.0,33610914.0,164795388.0,11460171.0
2022-12-01,293523566.0,5927938.0,81718168.0,562862133.0,276376588.0,3505247.0,5392159.0,3910568.0,16157148.0,27108982.0,154718131.0,12019374.0
2023-01-01,245428132.0,5680020.0,91016870.0,553356419.0,283480320.0,3559841.0,5366547.0,3779634.0,5617139.0,31224183.0,153431909.0,11678446.0
2023-02-01,185496636.0,5206172.0,79844570.0,499567782.0,243227428.0,3117868.0,4823037.0,3565353.0,6513766.0,37738351.0,165697077.0,10130107.0
2023-03-01,200382410.0,5767440.0,85325605.0,534230807.0,251281772.0,3164105.0,5112998.0,4113115.0,4952495.0,48851247.0,174335011.0,10817704.0
2023-04-01,160930416.0,5422084.0,79278432.0,479511067.0,226649832.0,2980661.0,4745122.0,3465454.0,4676257.0,60246565.0,170982028.0,9342161.0
2023-05-01,175214641.0,5381164.0,110605166.0,549182713.0,244620772.0,3432864.0,5361110.0,4045632.0,4839839.0,69124191.0,128908723.0,10614294.0
2023-06-01,231085999.0,5173536.0,86288958.0,647404017.0,259276780.0,3355577.0,5221815.0,3896797.0,5068594.0,71334796.0,110187898.0,10315755.0
2023-07-01,315612865.0,5184356.0,87910937.0,797155267.0,279550352.0,3490527.0,5332790.0,4183285.0,6460662.0,75577242.0,112018239.0,11030017.0
2023-08-01,312446856.0,5067776.0,85172351.0,795999740.0,278976092.0,3463159.0,5335560.0,4350838.0,6437093.0,70976199.0,113576711.0,11536691.0
2023-09-01,239835462.0,5258376.0,67662912.0,664603511.0,262238840.0,3103846.0,4906463.0,3933687.0,5943548.0,62331293.0,113413323.0,10290966.0
2023-10-01,203730974.0,5679640.0,62690237.0,562618698.0,245742528.0,3350216.0,5213609.0,3694134.0,5132862.0,56482847.0,144079463.0,9269366.0
2023-11-01,204837421.0,5758552.0,68102730.0,541430875.0,249030576.0,3381404.0,5211363.0,3834407.0,4338338.0,41784446.0,145781512.0,10335370.0
2023-12-01,225459293.0,5890476.0,76110593.0,599191413.0,275417384.0,3429640.0,5709344.0,4248826.0,4951487.0,36450027.0,152153453.0,11097481.0
2024-01-01,302763905.0,5684152.0,87744025.0,640542022.0,276318940.0,3224709.0,5227389.0,4285511.0,7456876.0,38958410.0,139721828.0,11458924.0
2024-02-01,176232360.0,5272828.0,80421225.0,523948421.0,258335248.0,2878660.0,4759667.0,3064938.0,3925091.0,49956516.0,166247480.0,10169367.0
2024-03-01,153558437.0,5156658.0,93282563.0,522417291.0,253383076.0,2770036.0,4900372.0,2875169.0,3912998.0,63361358.0,182563288.0,10464321.0
2024-04-01,149289622.0,5342730.0,77505182.0,485128387.0,230485992.0,2581106.0,4612614.0,3066688.0,4661123.0,76404307.0,189523468.0,10089541.0
2024-05-01,183650867.0,4992534.0,90467356.0,574471316.0,259891860.0,3232514.0,5121094.0,3095493.0,4728917.0,88836474.0,154770341.0,11147642.0
2024-06-01,245571570.0,5106823.0,84686410.0,677228296.0,272768588.0,2941547.0,4883814.0,3520920.0,5269736.0,97174548.0,152641648.0,10961096.0
2024-07-01,286745177.0,5322178.0,84750170.0,830869430.0,279540968.0,3074191.0,5161460.0,3416436.0,5787195.0,96801891.0,111882158.0,11069863.0
2024-08-01,275351840.0,5273578.0,85456544.0,812299616.0,279041152.0,2915791.0,5209241.0,3445819.0,5822566.0,96221334.0,115055851.0,11301330.0
2024-09-01,218512424.0,5106659.0,66663028.0,677573758.0,250641872.0,2667592.0,4920394.0,2963069.0,4533419.0,81055419.0,115980823.0,10433405.0
2024-10-01,187829342.0,4800310.0,63285430.0,585390980.0,235093396.0,2465974.0,4940023.0,2481648.0,4417391.0,78099231.0,160215294.0,9186748.0
2024-11-01,179978751.0,5037785.0,73103685.0,548165655.0,247616204.0,2866569.0,4807421.0,3031587.0,4334534.0,55513359.0,163842165.0,10218310.0
2024-12-01,251553874.0,5588219.0,81537313.0,581460048.0,284800392.0,2873785.0,4918614.0,3981845.0,6217953.0,51768257.0,161372276.0,10997871.0
